HDI Rank;Country;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
19; Japan;0,566666667;0,570138889;0,572222222;0,575694444;0,579861111;0,583333333;0,586805556;0,588888889;0,588194444;0,590277778;0,59375;0,596527778;0,598611111;0,600694444;0,603472222;0,60625;0,609027778;0,611111111;0,611805556;0,611111111;0,614583333;0,618055556;0,621527778;0,624305556;0,627083333;0,628472222;0,629861111;0,63125
95; Jordan;0,428472222;0,435416667;0,45;0,457638889;0,465277778;0,475;0,476388889;0,478472222;0,48125;0,484027778;0,4875;0,491666667;0,495138889;0,499305556;0,504166667;0,50625;0,508333333;0,510416667;0,511111111;0,509722222;0,505555556;0,504166667;0,504166667;0,504861111;0,506944444;0,509027778;0,510416667;0,510416667
58; Kazakhstan;0,479166667;0,475;;0,46875;0,463194444;0,461111111;0,4625;0,464583333;0,466666667;0,469444444;0,475694444;0,486111111;0,495138889;0,503472222;0,511805556;0,51875;0,523611111;0,527083333;0,527083333;0,529861111;0,53125;0,536111111;0,542361111;0,547222222;0,550694444;0,553472222;0,553472222;0,555555556
142; Kenya;0,325;0,323611111;0,321527778;0,318055556;0,317361111;0,316666667;0,315972222;0,314583333;0,313888889;0,313194444;0,313194444;0,316666667;0,316666667;0,325;0,333333333;0,340277778;0,350694444;0,356944444;0,363194444;0,370138889;0,377083333;0,383333333;0,388194444;0,393055556;0,397222222;0,401388889;0,40625;0,409722222
134; Kiribati;;;;;;;;;;;0,383333333;0,39375;0,393055556;0,395833333;0,394444444;0,40625;0,402777778;0,404166667;0,40625;0,405555556;0,409722222;0,409722222;0,415277778;0,422916667;0,427777778;0,43125;0,423611111;0,425
22; Korea (Republic of);0,505555556;0,513194444;0,518055556;0,525;0,532638889;0,540277778;0,547916667;0,555555556;0,553472222;0,561111111;0,567361111;0,572222222;0,577777778;0,582638889;0,588194444;0,59375;0,598611111;0,603472222;0,606944444;0,603472222;0,613888889;0,616666667;0,618055556;0,620138889;0,622222222;0,623611111;0,625;0,627083333
56; Kuwait;0,495138889;0,467361111;0,4625;0,482638889;0,500694444;0,51875;0,536111111;0,538194444;0,542361111;0,545833333;0,545833333;0,545833333;0,547222222;0,549305556;0,547916667;0,54375;0,547222222;0,547222222;0,547916667;0,548611111;0,55;0,551388889;0,552777778;0,552083333;0,554861111;0,556944444;0,558333333;0,557638889
122; Kyrgyzstan;0,429166667;0,424305556;0,417361111;0,408333333;0,395138889;0,390972222;0,394444444;0,4;0,402777778;0,407638889;0,4125;0,418055556;0,419444444;0,424305556;0,427083333;0,427777778;0,43125;0,436111111;0,438194444;0,441666667;0,441666667;0,44375;0,450694444;0,456944444;0,460416667;0,4625;0,464583333;0,466666667
139; Lao People's Democratic Republic;0,277777778;0,28125;0,285416667;0,289583333;0,295833333;0,297222222;0,30625;0,311111111;0,315972222;0,320833333;0,323611111;0,327777778;0,333333333;0,339583333;0,345138889;0,351388889;0,355555556;0,361805556;0,367361111;0,374305556;0,379166667;0,3875;0,395138889;0,402083333;0,406944444;0,411805556;0,415277778;0,417361111
41; Latvia;0,488888889;0,485416667;0,470833333;0,463194444;0,463888889;0,467361111;0,472222222;0,480555556;0,489583333;0,497222222;0,505555556;0,517361111;0,527777778;0,5375;0,547222222;0,556944444;0,561805556;0,568055556;0,570138889;0,568055556;0,566666667;0,570138889;0,572222222;0,578472222;0,581944444;0,584027778;0,586111111;0,588194444
80; Lebanon;;;;;;;;;;;;;;;;0,508333333;0,507638889;0,515972222;0,520833333;0,525;0,526388889;0,527777778;0,521527778;0,521527778;0,521527778;0,522222222;0,522916667;0,525694444
159; Lesotho;0,346527778;0,346527778;0,346527778;0,34375;0,34375;0,341666667;0,338194444;0,333333333;0,331944444;0,325694444;0,324305556;0,320138889;0,318055556;0,319444444;0,319444444;0,320138889;0,323611111;0,328472222;0,333333333;0,339583333;0,342361111;0,345833333;0,350694444;0,350694444;0,353472222;0,354861111;0,358333333;0,361111111
181; Liberia;;;;;;;;;;0,243055556;0,26875;0,261805556;0,259722222;0,232638889;0,259027778;0,2625;0,265972222;0,273611111;0,277083333;0,280555556;0,282638889;0,289583333;0,291666667;0,297916667;0,299305556;0,3;0,3;0,302083333
108; Libya;0,470138889;0,477777778;0,480555556;0,482638889;0,486111111;0,488888889;0,492361111;0,496527778;0,498611111;0,501388889;0,504861111;0,507638889;0,510416667;0,515972222;0,515972222;0,51875;0,521527778;0,522222222;0,525694444;0,524305556;0,524305556;0,490972222;0,514583333;0,490972222;0,482638889;0,481944444;0,48125;0,490277778
17; Liechtenstein;;;;;;;;;;;0,598611111;0,602777778;0,60625;0,609722222;0,613194444;0,615277778;0,618055556;0,620138889;0,624305556;0,624305556;0,627777778;0,63125;0,634027778;0,633333333;0,632638889;0,633333333;0,635416667;0,636111111
35; Lithuania;0,508333333;0,505555556;0,495138889;0,486805556;0,484027778;0,488194444;0,494444444;0,502777778;0,511111111;0,516666667;0,525;0,533333333;0,540972222;0,549305556;0,554166667;0,561805556;0,567361111;0,572916667;0,577083333;0,570833333;0,572222222;0,575;0,577083333;0,580555556;0,590972222;0,591666667;0,59375;0,595833333
21; Luxembourg;0,543055556;0,548611111;0,552083333;0,554861111;0,557638889;0,561111111;0,567361111;0,573611111;0,579166667;0,589583333;0,59375;0,597916667;0,599305556;0,6;0,605555556;0,609722222;0,611805556;0,616666667;0,618055556;0,613194444;0,617361111;0,619444444;0,619444444;0,619444444;0,621527778;0,624305556;0,627777778;0,627777778
161; Madagascar;;;;;;;;;;;0,316666667;0,320833333;0,317361111;0,323611111;0,327777778;0,332638889;0,336111111;0,340972222;0,347222222;0,349305556;0,35;0,35;0,352083333;0,353472222;0,355555556;0,356944444;0,359027778;0,360416667
171; Malawi;0,236111111;0,240277778;0,246527778;0,252083333;0,252777778;0,276388889;0,267361111;0,280555556;0,280555556;0,28125;0,277083333;0,277777778;0,256944444;0,259722222;0,260416667;0,263888889;0,270138889;0,277777778;0,289583333;0,299305556;0,30625;0,3125;0,315972222;0,320138889;0,325;0,326388889;0,329166667;0,33125
57; Malaysia;0,446527778;0,452777778;0,458333333;0,463888889;0,46875;0,474305556;0,482638889;0,490277778;0,493055556;0,497222222;0,503472222;0,502083333;0,503472222;0,507638889;0,509722222;0,507638889;0,511805556;0,520833333;0,528472222;0,53125;0,536111111;0,540277778;0,542361111;0,545138889;0,548611111;0,552083333;0,554861111;0,556944444
101; Maldives;;;;;;0,374305556;0,384027778;0,394444444;0,402777778;0,413194444;0,420833333;0,423611111;0,427083333;0,4375;0,440972222;0,438194444;0,446527778;0,452083333;0,458333333;0,458333333;0,465972222;0,473611111;0,477777778;0,483333333;0,489583333;0,493055556;0,494444444;0,497916667
182; Mali;0,160416667;0,165277778;0,16875;0,172916667;0,177777778;0,181944444;0,188194444;0,195138889;0,202083333;0,209722222;0,213888889;0,222916667;0,229166667;0,238194444;0,244444444;0,252083333;0,258333333;0,254861111;0,270833333;0,276388889;0,279861111;0,283333333;0,283333333;0,283333333;0,2875;0,290277778;0,292361111;0,296527778
29; Malta;0,513888889;0,517361111;0,520138889;0,522916667;0,525;0,527083333;0,529861111;0,533333333;0,538888889;0,541666667;0,54375;0,547222222;0,55;0,555555556;0,561805556;0,572222222;0,570833333;0,574305556;0,575694444;0,576388889;0,585416667;0,585416667;0,589583333;0,594444444;0,598611111;0,604861111;0,607638889;0,609722222
106; Marshall Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,491666667
159; Mauritania;0,259722222;0,263194444;0,26875;0,277083333;0,285416667;0,290277778;0,297222222;0,296527778;0,302083333;0,30625;0,306944444;0,306944444;0,311805556;0,313194444;0,320138889;0,323611111;0,329861111;0,330555556;0,330555556;0,336111111;0,338194444;0,340277778;0,346527778;0,352777778;0,356944444;0,356944444;0,358333333;0,361111111
65; Mauritius;0,429861111;0,434722222;0,439583333;0,443055556;0,446527778;0,45;0,452777778;0,455555556;0,459722222;0,463194444;0,467361111;0,473611111;0,477083333;0,482638889;0,488888889;0,495138889;0,5;0,505555556;0,509722222;0,514583333;0,520138889;0,526388889;0,532638889;0,536111111;0,543055556;0,543055556;0,547222222;0,548611111
74; Mexico;0,451388889;0,454166667;0,456944444;0,460416667;0,465277778;0,464583333;0,470138889;0,474305556;0,479166667;0,482638889;0,4875;0,489583333;0,493055556;0,497916667;0,502777778;0,505555556;0,511111111;0,513194444;0,515277778;0,515972222;0,515972222;0,521527778;0,525694444;0,525;0,528472222;0,532638889;0,536111111;0,5375
131; Micronesia (Federated States of);;;;;;;;;;;0,383333333;0,3875;0,391666667;0,395833333;0,399305556;0,404166667;0,407638889;0,411111111;0,413888889;0,41875;0,422222222;0,425694444;0,427777778;0,429861111;0,429166667;0,435416667;0,435416667;0,435416667
112; Moldova (Republic of);0,452083333;0,444444444;0,430555556;0,429166667;0,413194444;0,4125;0,410416667;0,411805556;0,411805556;0,413194444;0,414583333;0,421527778;0,428472222;0,4375;0,444444444;0,45;0,455555556;0,459027778;0,4625;0,459722222;0,465277778;0,470138889;0,475;0,48125;0,483333333;0,48125;0,484027778;0,486111111
92; Mongolia;0,402083333;0,398611111;0,389583333;0,379861111;0,381944444;0,385416667;0,389583333;0,394444444;0,4;0,404166667;0,409027778;0,416666667;0,422916667;0,431944444;0,442361111;0,451388889;0,458333333;0,466666667;0,474305556;0,478472222;0,484027778;0,49375;0,5;0,50625;0,509722222;0,511805556;0,515972222;0,514583333
50; Montenegro;;;;;;;;;;;;;;0,514583333;0,519444444;0,522916667;0,530555556;0,538194444;0,545833333;0,547222222;0,550694444;0,554166667;0,555555556;0,557638889;0,559027778;0,561805556;0,5625;0,565277778
123; Morocco;0,318055556;0,322222222;0,325;0,329166667;0,336805556;0,339583333;0,346527778;0,349305556;0,354166667;0,361111111;0,368055556;0,375694444;0,383333333;0,390972222;0,397222222;0,402777778;0,406944444;0,4125;0,418055556;0,422222222;0,427777778;0,434722222;0,440972222;0,447916667;0,451388889;0,454861111;0,459722222;0,463194444
180; Mozambique;0,145138889;0,147222222;0,144444444;0,148611111;0,153472222;0,159027778;0,175694444;0,184722222;0,19375;0,202083333;0,206944444;0,215972222;0,220833333;0,23125;0,238194444;0,247916667;0,253472222;0,2625;0,269444444;0,275694444;0,279861111;0,282638889;0,286111111;0,29375;0,296527778;0,3;0,302083333;0,303472222
148; Myanmar;0,249305556;0,254166667;0,263888889;0,26875;0,272916667;0,276388889;0,280555556;0,284722222;0,286805556;0,292361111;0,299305556;0,305555556;0,311805556;0,31875;0,325;0,33125;0,338194444;0,345833333;0,353472222;0,360416667;0,368055556;0,375;0,38125;0,3875;0,391666667;0,395138889;0,398611111;0,401388889
129; Namibia;0,402083333;0,404166667;0,407638889;0,409027778;0,410416667;0,408333333;0,403472222;0,399305556;0,395138889;0,388888889;0,3875;0,386805556;0,384722222;0,386111111;0,386805556;0,386111111;0,388888889;0,394444444;0,399305556;0,404861111;0,4125;0,421527778;0,428472222;0,436111111;0,441666667;0,445833333;0,447916667;0,449305556
149; Nepal;0,2625;0,268055556;0,273611111;0,276388889;0,28125;0,284722222;0,291666667;0,295833333;0,3;0,304861111;0,309722222;0,310416667;0,317361111;0,320833333;0,325694444;0,329861111;0,3375;0,340972222;0,348611111;0,356944444;0,367361111;0,371527778;0,380555556;0,384722222;0,388888889;0,393055556;0,395138889;0,398611111
10; Netherlands;0,575694444;0,579166667;0,579861111;0,582638889;0,6;0,597916667;0,601388889;0,600694444;0,602083333;0,604166667;0,608333333;0,610416667;0,609722222;0,613194444;0,615277778;0,61875;0,622916667;0,627777778;0,629166667;0,629166667;0,631944444;0,639583333;0,639583333;0,640972222;0,641666667;0,643055556;0,644444444;0,646527778
16; New Zealand;0,568055556;0,569444444;0,572916667;0,580555556;0,586805556;0,590972222;0,593055556;0,597222222;0,599305556;0,600694444;0,603472222;0,60625;0,611805556;0,613888889;0,615277778;0,616666667;0,61875;0,620833333;0,620833333;0,623611111;0,624305556;0,626388889;0,628472222;0,629861111;0,631944444;0,634722222;0,635416667;0,636805556
124; Nicaragua;0,339583333;0,345833333;0,350694444;0,353472222;0,356944444;0,363888889;0,370833333;0,377083333;0,383333333;0,390277778;0,395833333;0,400694444;0,404861111;0,407638889;0,411111111;0,413888889;0,416666667;0,421527778;0,426388889;0,427083333;0,43125;0,435416667;0,439583333;0,44375;0,450694444;0,452777778;0,45625;0,456944444
189; Niger;0,145833333;0,148611111;0,15;0,152777778;0,155555556;0,159027778;0,163194444;0,165277778;0,170833333;0,173611111;0,175;0,179166667;0,182638889;0,184722222;0,190277778;0,196527778;0,200694444;0,204166667;0,210416667;0,213888889;0,220833333;0,225694444;0,233333333;0,236111111;0,239583333;0,240972222;0,24375;0,245833333
157; Nigeria;;;;;;;;;;;;;;0,307638889;0,320833333;0,322916667;0,329861111;0,332638889;0,336805556;0,340277778;0,336111111;0,343055556;0,355555556;0,360416667;0,363888889;0,365972222;0,368055556;0,369444444
1; Norway;0,590277778;0,594444444;0,598611111;0,604166667;0,614583333;0,613194444;0,616666667;0,620833333;0,629166667;0,632638889;0,636805556;0,636111111;0,6375;0,641666667;0,648611111;0,647222222;0,65;0,651388889;0,651388889;0,651388889;0,654166667;0,654861111;0,654166667;0,656944444;0,656944444;0,658333333;0,660416667;0,661805556
48; Oman;;;;;;;;;;;0,488888889;0,497222222;0,503472222;0,511111111;0,515277778;0,519444444;0,522222222;0,530555556;0,543055556;0,547916667;0,550694444;0,552083333;0,558333333;0,563888889;0,565972222;0,570833333;0,570833333;0,570138889
150; Pakistan;0,280555556;0,284027778;0,2875;0,290277778;0,29375;0,297222222;0,300694444;0,303472222;0,30625;0,309027778;0,3125;0,317361111;0,322916667;0,328472222;0,338194444;0,347222222;0,350694444;0,35625;0,357638889;0,3625;0,365277778;0,368055556;0,371527778;0,373611111;0,380555556;0,382638889;0,388888889;0,390277778
60; Palau;;;;;;;;;;;0,515972222;0,51875;0,521527778;0,523611111;0,526388889;0,527777778;0,529166667;0,53125;0,530555556;0,532638889;0,534027778;0,538194444;0,540277778;0,541666667;0,545833333;0,550694444;0,554166667;0,554166667
119; Palestine;;;;;;;;;;;;;;;0,451388889;0,45625;0,456944444;0,460416667;0,458333333;0,465277778;0,466666667;0,470138889;0,477083333;0,471527778;0,471527778;0,477083333;0,478472222;0,476388889
66; Panama;0,458333333;0,461805556;0,467361111;0,472222222;0,475;0,477777778;0,481944444;0,486111111;0,491666667;0,495138889;0,499305556;0,501388889;0,505555556;0,506944444;0,510416667;0,513194444;0,516666667;0,521527778;0,524305556;0,525;0,526388889;0,530555556;0,535416667;0,538888889;0,542361111;0,542361111;0,545138889;0,547916667
153; Papua New Guinea;0,263888889;0,269444444;0,276388889;0,284722222;0,289583333;0,295138889;0,3;0,302083333;0,30625;0,309027778;0,311805556;0,316666667;0,320833333;0,325694444;0,327777778;0,332638889;0,336111111;0,346527778;0,349305556;0,354166667;0,361111111;0,367361111;0,368055556;0,370833333;0,372222222;0,376388889;0,377083333;0,377777778
110; Paraguay;0,402777778;0,40625;0,409027778;0,413888889;0,416666667;0,420833333;0,425694444;0,429166667;0,431944444;0,434027778;0,433333333;0,438888889;0,445833333;0,444444444;0,448611111;0,450694444;0,450694444;0,454861111;0,461111111;0,457638889;0,46875;0,472222222;0,472222222;0,482638889;0,484722222;0,4875;0,4875;0,4875
89; Peru;0,424305556;0,428472222;0,428472222;0,431944444;0,439583333;0,446527778;0,45;0,454166667;0,461805556;0,46875;0,470833333;0,476388889;0,477083333;0,476388889;0,48125;0,484722222;0,482638889;0,488194444;0,494444444;0,496527778;0,497916667;0,50625;0,50625;0,511111111;0,518055556;0,517361111;0,519444444;0,520833333
113; Philippines;0,406944444;0,407638889;0,409027778;0,410416667;0,413194444;0,415277778;0,420833333;0,424305556;0,427083333;0,430555556;0,433333333;0,436111111;0,439583333;0,442361111;0,449305556;0,451388889;0,452083333;0,45625;0,459027778;0,457638889;0,461805556;0,465277778;0,470138889;0,475694444;0,478472222;0,48125;0,483333333;0,485416667
33; Poland;0,494444444;0,49375;0,495833333;0,503472222;0,509722222;0,513888889;0,519444444;0,527083333;0,534027778;0,540277778;0,545138889;0,549305556;0,554861111;0,558333333;0,556944444;0,561111111;0,565277778;0,56875;0,572222222;0,575;0,579861111;0,582638889;0,580555556;0,590277778;0,584722222;0,59375;0,597222222;0,600694444
41; Portugal;0,49375;0,5;0,508333333;0,517361111;0,522916667;0,527777778;0,532638889;0,536805556;0,541666667;0,540972222;0,545138889;0,548611111;0,55;0,552777778;0,553472222;0,555555556;0,557638889;0,5625;0,565277778;0,567361111;0,570833333;0,573611111;0,575694444;0,58125;0,582638889;0,584722222;0,586805556;0,588194444
37; Qatar;0,523611111;0,521527778;0,522916667;0,530555556;0,538194444;0,544444444;0,552777778;0,555555556;0,558333333;0,561111111;0,5625;0,563194444;0,566666667;0,571527778;0,573611111;0,577083333;0,574305556;0,576388889;0,579861111;0,578472222;0,572916667;0,580555556;0,586111111;0,593055556;0,592361111;0,593055556;0,59375;0,594444444
52; Romania;0,486805556;0,476388889;0,470833333;0,470833333;0,472916667;0,477083333;0,482638889;0,483333333;0,484722222;0,488888889;0,492361111;0,496527778;0,502777778;0,509722222;0,518055556;0,524305556;0,532638889;0,542361111;0,552083333;0,554166667;0,553472222;0,554166667;0,552083333;0,555555556;0,556944444;0,559027778;0,560416667;0,563194444
49; Russian Federation;0,509722222;0,50625;0,498611111;0,493055556;0,4875;0,486111111;0,486805556;0,488888889;0,488194444;0,492361111;0,5;0,504861111;0,508333333;0,513888889;0,518055556;0,522222222;0,527083333;0,532638889;0,5375;0,535416667;0,541666667;0,547916667;0,554166667;0,558333333;0,560416667;0,564583333;0,565972222;0,566666667
158; Rwanda;0,173611111;0,157638889;0,147916667;0,145138889;0,138194444;0,1625;0,181944444;0,2;0,209722222;0,222222222;0,232638889;0,239583333;0,250694444;0,259722222;0,271527778;0,283333333;0,297916667;0,309027778;0,315972222;0,326388889;0,336805556;0,342361111;0,347222222;0,349305556;0,353472222;0,354166667;0,361111111;0,363888889
72; Saint Kitts and Nevis;;;;;;;;;;;;;;;;0,504861111;0,506944444;0,509027778;0,5125;0,513888889;0,517361111;0,521527778;0,525;0,529861111;0,534722222;0,536805556;0,5375;0,540277778
90; Saint Lucia;;;;;;;;;;;0,479166667;0,477083333;0,478472222;0,480555556;0,482638889;0,486111111;0,49375;0,495138889;0,499305556;0,502777778;0,507638889;0,509722222;0,506944444;0,509027778;0,511805556;0,516666667;0,517361111;0,51875
99; Saint Vincent and the Grenadines;;;;;;;;;;;0,467361111;0,470138889;0,473611111;0,478472222;0,480555556;0,484027778;0,488888889;0,492361111;0,493055556;0,495138889;0,496527778;0,497916667;0,498611111;0,500694444;0,5;0,5;0,500694444;0,502083333
104; Samoa;0,430555556;0,431944444;0,433333333;0,4375;0,424305556;0,429166667;0,436111111;0,4375;0,441666667;0,445833333;0,449305556;0,454166667;0,457638889;0,460416667;0,464583333;0,467361111;0,46875;0,472916667;0,475694444;0,477083333;0,48125;0,484027778;0,484027778;0,486111111;0,488194444;0,490277778;0,49375;0,495138889
143; Sao Tome and Principe;0,314583333;0,315972222;0,318055556;0,320833333;0,323611111;0,325694444;0,329166667;0,33125;0,334027778;0,3375;0,340277778;0,344444444;0,346527778;0,350694444;0,354166667;0,359027778;0,365277778;0,368055556;0,368055556;0,373611111;0,376388889;0,380555556;0,382638889;0,388888889;0,39375;0,402777778;0,405555556;0,409027778
39; Saudi Arabia;0,484027778;0,490277778;0,49375;0,495833333;0,498611111;0,501388889;0,504861111;0,507638889;0,511111111;0,5125;0,515972222;0,518055556;0,519444444;0,525;0,53125;0,534722222;0,539583333;0,54375;0,549305556;0,552777778;0,561111111;0,571527778;0,579861111;0,586111111;0,591666667;0,593055556;0,593055556;0,592361111
164; Senegal;0,254861111;0,254861111;0,255555556;0,254861111;0,254166667;0,255555556;0,25625;0,256944444;0,259027778;0,260416667;0,263888889;0,274305556;0,277777778;0,282638889;0,288194444;0,293055556;0,296527778;0,302777778;0,309027778;0,311805556;0,316666667;0,324305556;0,330555556;0,334027778;0,3375;0,341666667;0,346527778;0,350694444
67; Serbia;0,498611111;0,496527778;0,4875;0,475694444;0,478472222;0,482638889;0,485416667;0,489583333;0,491666667;0,488888889;0,49375;0,497222222;0,5;0,504166667;0,509722222;0,515277778;0,51875;0,521527778;0,525694444;0,527083333;0,527083333;0,534027778;0,533333333;0,535416667;0,538194444;0,541666667;0,545138889;0,546527778
62; Seychelles;;;;;;;;;;;0,498611111;0,495833333;0,497222222;0,497916667;0,496527778;0,506944444;0,5;0,514583333;0,514583333;0,514583333;0,51875;0,514583333;0,534722222;0,540972222;0,545833333;0,549305556;0,550694444;0,553472222
184; Sierra Leone;0,190972222;0,185416667;0,183333333;0,186805556;0,188194444;0,190277778;0,186805556;0,186111111;0,188888889;0,191666667;0,197222222;0,207638889;0,21875;0,225694444;0,231944444;0,2375;0,243055556;0,252083333;0,259027778;0,264583333;0,267361111;0,272222222;0,282638889;0,290972222;0,29375;0,286805556;0,286805556;0,290972222
9; Singapore;0,498611111;0,50625;0,513888889;0,521527778;0,529861111;0,536805556;0,543055556;0,550694444;0,554166667;0,561805556;0,56875;0,570833333;0,576388889;0,581944444;0,586805556;0,602777778;0,604861111;0,609722222;0,613194444;0,613888889;0,63125;0,634722222;0,638888889;0,640972222;0,644444444;0,645138889;0,645833333;0,647222222
38; Slovakia;0,513194444;0,509722222;0,509027778;0,511805556;0,515972222;0,521527778;0,523611111;0,525694444;0,529861111;0,529166667;0,530555556;0,530555556;0,535416667;0,539583333;0,545138889;0,551388889;0,557638889;0,565277778;0,570833333;0,572222222;0,575694444;0,58125;0,584722222;0,586111111;0,586805556;0,590972222;0,592361111;0,59375
25; Slovenia;0,532638889;0,53125;0,531944444;0,534027778;0,538194444;0,543055556;0,547222222;0,552777778;0,559027778;0,56875;0,572916667;0,579861111;0,585416667;0,590277778;0,595138889;0,597916667;0,603472222;0,60625;0,609722222;0,609722222;0,6125;0,613888889;0,609027778;0,614583333;0,615972222;0,617361111;0,620833333;0,622222222
152; Solomon Islands;;;;;;;;;;0,321527778;0,3125;0,315972222;0,320833333;0,325694444;0,33125;0,338194444;0,345138889;0,350694444;0,35;0,345138889;0,352083333;0,356944444;0,367361111;0,374305556;0,374305556;0,379166667;0,377083333;0,379166667
113; South Africa;0,429166667;0,434722222;0,440972222;0,445138889;0,447916667;0,450694444;0,449305556;0,447222222;0,44375;0,440277778;0,4375;0,423611111;0,428472222;0,427083333;0,425694444;0,426388889;0,427777778;0,43125;0,439583333;0,445833333;0,450694444;0,45625;0,461111111;0,46875;0,475694444;0,480555556;0,483333333;0,485416667
187; South Sudan;;;;;;;;;;;;;;;;;;;;;0,286805556;0,288888889;0,269444444;0,272222222;0,275694444;0,277083333;0,273611111;0,269444444
26; Spain;0,523611111;0,530555556;0,536111111;0,543055556;0,549305556;0,555555556;0,559722222;0,5625;0,565277778;0,56875;0,572916667;0,575;0,576388889;0,578472222;0,58125;0,586111111;0,588888889;0,592361111;0,594444444;0,595833333;0,600694444;0,604166667;0,60625;0,607638889;0,611111111;0,614583333;0,617361111;0,61875
76; Sri Lanka;0,434027778;0,4375;0,440972222;0,442361111;0,448611111;0,451388889;0,454861111;0,459722222;0,463888889;0,469444444;0,475694444;0,479861111;0,484027778;0,489583333;0,49375;0,498611111;0,502777778;0,506944444;0,5125;0,513888889;0,517361111;0,521527778;0,525694444;0,527083333;0,529861111;0,531944444;0,533333333;0,534722222
167; Sudan;0,229861111;0,233333333;0,239583333;0,244444444;0,249305556;0,254166667;0,260416667;0,266666667;0,270833333;0,275;0,279166667;0,283333333;0,2875;0,291666667;0,297916667;0,302777778;0,309722222;0,313194444;0,321527778;0,325;0,326388889;0,329166667;0,336805556;0,329861111;0,341666667;0,345138889;0,346527778;0,348611111
100; Suriname;;;;;;;;;;;;;;;0,465972222;0,469444444;0,472916667;0,477083333;0,479861111;0,470138889;0,488194444;0,490277778;0,49375;0,496527778;0,498611111;0,501388889;0,499305556;0,5
7; Sweden;0,566666667;0,568055556;0,570138889;0,583333333;0,589583333;0,594444444;0,599305556;0,606944444;0,616666667;0,620138889;0,622916667;0,625;0,626388889;0,630555556;0,622222222;0,624305556;0,626388889;0,628472222;0,625694444;0,624305556;0,628472222;0,629166667;0,630555556;0,633333333;0,638888889;0,645138889;0,647222222;0,647916667
2; Switzerland;0,577777778;0,579166667;0,580555556;0,584027778;0,586111111;0,588888889;0,593055556;0,6;0,60625;0,611805556;0,617361111;0,61875;0,61875;0,622222222;0,625694444;0,628472222;0,633333333;0,635416667;0,636805556;0,64375;0,647222222;0,647222222;0,649305556;0,651388889;0,652083333;0,654166667;0,654861111;0,655555556
155; Syrian Arab Republic;;0,390277778;0,394444444;0,396527778;0,4;0,402083333;0,404861111;0,407638889;0,409722222;0,409027778;0,409722222;0,414583333;0,416666667;0,423611111;0,432638889;0,440972222;0,446527778;0,450694444;0,448611111;0,45;0,447222222;0,445833333;0,438194444;0,397222222;0,381944444;0,373611111;0,372222222;0,372222222
127; Tajikistan;0,432638889;0,429166667;0,414583333;0,402083333;0,3875;0,381944444;0,370833333;0,373611111;0,375694444;0,377777778;0,381944444;0,3875;0,394444444;0,401388889;0,407638889;0,411805556;0,415972222;0,419444444;0,429166667;0,430555556;0,440277778;0,442361111;0,445833333;0,448611111;0,447916667;0,447916667;0,449305556;0,451388889
154; Tanzania (United Republic of);0,256944444;0,257638889;0,256944444;0,256944444;0,25625;0,257638889;0,258333333;0,260416667;0,264583333;0,269444444;0,274305556;0,279861111;0,286805556;0,29375;0,301388889;0,311111111;0,318055556;0,325;0,33125;0,3375;0,342361111;0,346527778;0,351388889;0,352083333;0,357638889;0,366666667;0,370138889;0,373611111
83; Thailand;0,398611111;0,404861111;0,409027778;0,414583333;0,419444444;0,424305556;0,429861111;0,434027778;0,4375;0,444444444;0,450694444;0,45625;0,4625;0,468055556;0,474305556;0,48125;0,485416667;0,493055556;0,495833333;0,498611111;0,502777778;0,504861111;0,507638889;0,505555556;0,510416667;0,514583333;0,519444444;0,524305556
80; The former Yugoslav Republic of Macedonia;;;;;;;;;;;0,464583333;0,467361111;0,471527778;0,476388889;0,48125;0,4875;0,491666667;0,494444444;0,505555556;0,507638889;0,510416667;0,5125;0,513888889;0,515972222;0,51875;0,523611111;0,525;0,525694444
132; Timor-Leste;;;;;;;;;;;0,352083333;0,35625;0,363194444;0,364583333;0,360416667;0,344444444;0,372222222;0,403472222;0,415972222;0,423611111;0,429861111;0,433333333;0,415972222;0,426388889;0,423611111;0,4375;0,438194444;0,434027778
165; Togo;0,28125;0,283333333;0,277083333;0,270833333;0,275;0,284027778;0,289583333;0,294444444;0,29375;0,294444444;0,295138889;0,295833333;0,296527778;0,299305556;0,301388889;0,302777778;0,307638889;0,30625;0,305555556;0,311805556;0,316666667;0,321527778;0,323611111;0,327777778;0,334027778;0,34375;0,347222222;0,349305556
98; Tonga;0,45;0,454166667;0,455555556;0,458333333;0,463888889;0,465972222;0,465972222;0,465972222;0,468055556;0,469444444;0,467361111;0,470138889;0,474305556;0,480555556;0,48125;0,48125;0,482638889;0,484722222;0,4875;0,490277778;0,494444444;0,497222222;0,497916667;0,497222222;0,497916667;0,500694444;0,502777778;0,504166667
69; Trinidad and Tobago;0,466666667;0,467361111;0,467361111;0,46875;0,471527778;0,474305556;0,479166667;0,484027778;0,488888889;0,49375;0,497222222;0,500694444;0,505555556;0,511805556;0,518055556;0,522222222;0,525694444;0,533333333;0,536805556;0,536111111;0,538194444;0,536805556;0,5375;0,540972222;0,540972222;0,54375;0,545138889;0,544444444
